scenario,controller,seed,headway_cv,travel_s,wait_s,wait_direct
Ablation B (D+T+B),NC,5,0.5718042489929759,5069.25,196.77761867447927,203.89102564102564
Ablation B (D+T+B),NC,6,0.2598453719606834,5052.545454545455,161.33910493495515,155.17521367521368
Ablation B (D+T+B),NC,7,0.3288888611646294,5116.5,174.98617328288964,183.31837606837607
Ablation B (D+T+B),NC,8,0.470826185806517,5108.583333333333,185.3912038391137,189.4059829059829
Ablation B (D+T+B),NC,10,0.5892365266924394,5087.25,195.51789727900524,214.6688034188034
Ablation B (D+T+B),NC,9,0.517341328614282,5080.833333333333,184.9655223857331,191.14743589743588
Ablation B (D+T+B),NC,11,0.42399369900682815,5063.666666666667,181.46738664934574,189.6602564102564
Ablation B (D+T+B),NC,12,0.4203923039154896,5049.916666666667,170.77410866022177,166.82051282051282
Ablation B (D+T+B),NC,13,0.3701973114980121,5115.166666666667,169.2249990157186,175.58760683760684
Ablation B (D+T+B),NC,14,0.5629450324441058,5084.833333333333,201.41313387533225,207.96581196581195
Ablation B (D+T+B),NC,15,0.33739563305050113,5145.833333333333,160.42763388164798,158.98931623931625
Ablation B (D+T+B),NC,16,0.4363637414922729,5086.333333333333,180.50945549572944,171.4551282051282
Ablation B (D+T+B),NC,17,0.3088636432382784,5176.416666666667,160.9345417116658,174.0534188034188
Ablation B (D+T+B),NC,18,0.5067015647620375,5111.666666666667,178.58408139969424,198.4188034188034
